code,name,market,is_etp,is_spac,is_preferred
292770,KODEX 국채선물3년인버스,KOSPI,True,False,False
293180,HANARO 200,KOSPI,True,False,False
294400,KIWOOM 200TR,KOSPI,True,False,False
295000,RISE 국채선물10년,KOSPI,True,False,False
295020,RISE 국채선물10년인버스,KOSPI,True,False,False
295040,SOL 200TR,KOSPI,True,False,False
298340,PLUS 국채선물3년,KOSPI,True,False,False
298770,KODEX 한국대만IT프리미어,KOSPI,True,False,False
300610,TIGER K게임,KOSPI,True,False,False
300640,RISE 게임테마,KOSPI,True,False,False
300950,KODEX 게임산업,KOSPI,True,False,False
301400,PLUS 코스닥150,KOSPI,True,False,False
301410,PLUS 코스닥150선물인버스,KOSPI,True,False,False
302190,TIGER 중장기국채,KOSPI,True,False,False
302450,RISE 코스피,KOSPI,True,False,False
304660,KODEX 미국30년국채울트라선물(H),KOSPI,True,False,False
304670,KODEX 미국30년국채울트라선물인버스(H),KOSPI,True,False,False
304760,HANARO KRX300,KOSPI,True,False,False
304770,HANARO 코스닥150,KOSPI,True,False,False
304780,HANARO 200선물레버리지,KOSPI,True,False,False
304940,KODEX 미국나스닥100선물(H),KOSPI,True,False,False
305050,ACE 코스피,KOSPI,True,False,False
305080,TIGER 미국채10년선물,KOSPI,True,False,False
305540,TIGER 2차전지테마,KOSPI,True,False,False
305720,KODEX 2차전지산업,KOSPI,True,False,False
306520,HANARO 200선물인버스,KOSPI,True,False,False
306530,HANARO 코스닥150선물레버리지,KOSPI,True,False,False
306950,KODEX KRX300레버리지,KOSPI,True,False,False
307510,TIGER 의료기기,KOSPI,True,False,False
307520,TIGER 지주회사,KOSPI,True,False,False
308620,KODEX 미국10년국채선물,KOSPI,True,False,False
309230,ACE 미국WideMoat동일가중,KOSPI,True,False,False
310080,RISE 중국MSCI China(H),KOSPI,True,False,False
310960,TIGER 200TR,KOSPI,True,False,False
310970,TIGER MSCI Korea TR,KOSPI,True,False,False
314250,KODEX 미국빅테크10(H),KOSPI,True,False,False
314700,HANARO 농업융복합산업,KOSPI,True,False,False
315270,TIGER 200커뮤니케이션서비스,KOSPI,True,False,False
315930,KODEX Top5PlusTR,KOSPI,True,False,False
315960,RISE 대형고배당10TR,KOSPI,True,False,False
316300,ACE 싱가포르리츠,KOSPI,True,False,False
316670,KIWOOM 코스닥150,KOSPI,True,False,False
319640,TIGER 골드선물(H),KOSPI,True,False,False
321410,KODEX 멀티에셋하이인컴(H),KOSPI,True,False,False
322400,HANARO e커머스,KOSPI,True,False,False
322410,HANARO K고배당,KOSPI,True,False,False
325010,KODEX 성장주,KOSPI,True,False,False
325020,KODEX 배당가치,KOSPI,True,False,False
326230,RISE 내수주플러스,KOSPI,True,False,False
326240,RISE IT플러스,KOSPI,True,False,False
328370,PLUS 코스피TR,KOSPI,True,False,False
329200,TIGER 리츠부동산인프라,KOSPI,True,False,False
329650,KODEX TRF3070,KOSPI,True,False,False
329660,KODEX TRF5050,KOSPI,True,False,False
329670,KODEX TRF7030,KOSPI,True,False,False
329750,TIGER 미국달러단기채권액티브,KOSPI,True,False,False
332500,ACE 200TR,KOSPI,True,False,False
332610,PLUS 미국단기회사채(AAA~A),KOSPI,True,False,False
332620,PLUS 미국장기우량회사채,KOSPI,True,False,False
332930,HANARO 200TR,KOSPI,True,False,False
332940,HANARO MSCI Korea TR,KOSPI,True,False,False
334690,RISE 팔라듐선물(H),KOSPI,True,False,False
334700,RISE 팔라듐선물인버스(H),KOSPI,True,False,False
336160,RISE 금융채액티브,KOSPI,True,False,False
33626K,두산퓨얼셀1우,KOSPI,False,False,True
33626L,두산퓨얼셀2우B,KOSPI,False,False,True
33637K,솔루스첨단소재1우,KOSPI,False,False,True
33637L,솔루스첨단소재2우B,KOSPI,False,False,True
337120,KODEX 멀티팩터,KOSPI,True,False,False
337140,KODEX 코스피대형주,KOSPI,True,False,False
337150,KODEX 200exTOP,KOSPI,True,False,False
337160,KODEX 200ESG,KOSPI,True,False,False
341850,TIGER 리츠부동산인프라채권,KOSPI,True,False,False
352540,KODEX 일본부동산리츠(H),KOSPI,True,False,False
352560,KODEX 미국부동산리츠(H),KOSPI,True,False,False
35320K,대덕전자1우,KOSPI,False,False,True
354240,RISE 미국고정배당우선증권,KOSPI,True,False,False
354350,HANARO 글로벌럭셔리S&P(합성),KOSPI,True,False,False
354500,ACE 코스닥150,KOSPI,True,False,False
356540,ACE 종합채권(AA-이상)액티브,KOSPI,True,False,False
357870,TIGER CD금리투자KIS(합성),KOSPI,True,False,False
359210,KODEX 코스피TR,KOSPI,True,False,False
360140,KODEX 200롱코스닥150숏선물,KOSPI,True,False,False
360150,KODEX 코스닥150롱코스피200숏선물,KOSPI,True,False,False
360200,ACE 미국S&P500,KOSPI,True,False,False
360750,TIGER 미국S&P500,KOSPI,True,False,False
361580,RISE 200TR,KOSPI,True,False,False
36328K,티와이홀딩스우,KOSPI,False,False,True
363510,SOL KIS단기통안채,KOSPI,True,False,False
363570,KODEX 장기종합채권(AA-이상)액티브,KOSPI,True,False,False
363580,KODEX 200IT TR,KOSPI,True,False,False
364690,KODEX 혁신기술테마액티브,KOSPI,True,False,False
364960,TIGER BBIG,KOSPI,True,False,False
364970,TIGER 바이오TOP10,KOSPI,True,False,False
364980,TIGER 2차전지TOP10,KOSPI,True,False,False
364990,TIGER 게임TOP10,KOSPI,True,False,False
365000,TIGER 인터넷TOP10,KOSPI,True,False,False
365040,TIGER AI코리아그로스액티브,KOSPI,True,False,False
365780,ACE 국고채10년,KOSPI,True,False,False
367380,ACE 미국나스닥100,KOSPI,True,False,False
367740,HANARO Fn5G산업,KOSPI,True,False,False
367760,RISE 네트워크인프라,KOSPI,True,False,False
367770,RISE 수소경제테마,KOSPI,True,False,False
368190,HANARO Fn K-뉴딜디지털플러스,KOSPI,True,False,False
368590,RISE 미국나스닥100,KOSPI,True,False,False
368680,KODEX K-뉴딜디지털플러스,KOSPI,True,False,False
371150,RISE 차이나항셍테크,KOSPI,True,False,False
371160,TIGER 차이나항셍테크,KOSPI,True,False,False
371450,TIGER 글로벌클라우드컴퓨팅INDXX,KOSPI,True,False,False
371460,TIGER 차이나전기차SOLACTIVE,KOSPI,True,False,False
371470,TIGER 차이나바이오테크SOLACTIVE,KOSPI,True,False,False
371870,ACE 차이나항셍테크,KOSPI,True,False,False
372330,KODEX 차이나항셍테크,KOSPI,True,False,False
373490,KODEX 코리아혁신성장액티브,KOSPI,True,False,False
373790,KIWOOM 미국방어배당성장나스닥,KOSPI,True,False,False
375270,RISE 글로벌데이터센터리츠(합성),KOSPI,True,False,False
37550K,DL이앤씨우,KOSPI,False,False,True
37550L,DL이앤씨2우(전환),KOSPI,False,False,True
375760,HANARO 탄소효율그린뉴딜,KOSPI,True,False,False
375770,KODEX 탄소효율그린뉴딜,KOSPI,True,False,False
376410,TIGER 탄소효율그린뉴딜,KOSPI,True,False,False
377990,TIGER Fn신재생에너지,KOSPI,True,False,False
379780,RISE 미국S&P500,KOSPI,True,False,False
379790,RISE 유로스탁스50(H),KOSPI,True,False,False
379800,KODEX 미국S&P500,KOSPI,True,False,False
379810,KODEX 미국나스닥100,KOSPI,True,False,False
380340,ACE 코리아AI테크핵심산업,KOSPI,True,False,False
381170,TIGER 미국테크TOP10 INDXX,KOSPI,True,False,False
381180,TIGER 미국필라델피아반도체나스닥,KOSPI,True,False,False
381560,HANARO Fn전기&수소차,KOSPI,True,False,False
381570,HANARO Fn친환경에너지,KOSPI,True,False,False
38380K,LX홀딩스1우,KOSPI,False,False,True
385510,KODEX 신재생에너지액티브,KOSPI,True,False,False
385520,KODEX 자율주행액티브,KOSPI,True,False,False
385540,RISE 종합채권(A-이상)액티브,KOSPI,True,False,False
385550,RISE 단기채권알파액티브,KOSPI,True,False,False
385560,RISE KIS국고채30년Enhanced,KOSPI,True,False,False
385590,ACE ESG액티브,KOSPI,True,False,False
385600,ACE 2차전지&친환경차액티브,KOSPI,True,False,False
385710,TIMEFOLIO K이노베이션액티브,KOSPI,True,False,False
385720,TIMEFOLIO 코스피액티브,KOSPI,True,False,False
387270,TIGER 글로벌이노베이션액티브,KOSPI,True,False,False
387280,TIGER 퓨처모빌리티액티브,KOSPI,True,False,False
388280,RISE K엔터&여행레저,KOSPI,True,False,False
388420,RISE 비메모리반도체액티브,KOSPI,True,False,False
390390,KODEX 미국반도체,KOSPI,True,False,False
390400,KODEX 미국스마트모빌리티S&P,KOSPI,True,False,False
391600,ACE 미국친환경그린테마,KOSPI,True,False,False
391670,HK 베스트일레븐액티브,KOSPI,True,False,False
394350,KIWOOM 글로벌퓨처모빌리티,KOSPI,True,False,False
394660,TIGER 글로벌자율주행&전기차SOLACTIVE,KOSPI,True,False,False
394670,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),KOSPI,True,False,False
395150,KODEX 웹툰&드라마,KOSPI,True,False,False
395160,KODEX AI반도체,KOSPI,True,False,False
395170,KODEX Top10동일가중,KOSPI,True,False,False
395270,HANARO Fn K-반도체,KOSPI,True,False,False
395280,HANARO Fn K-게임,KOSPI,True,False,False
395290,HANARO Fn K-POP&미디어,KOSPI,True,False,False
395750,PLUS ESG가치주액티브,KOSPI,True,False,False
395760,PLUS ESG성장주액티브,KOSPI,True,False,False
396500,TIGER 반도체TOP10,KOSPI,True,False,False
396510,TIGER 차이나클린에너지SOLACTIVE,KOSPI,True,False,False
396520,TIGER 차이나반도체FACTSET,KOSPI,True,False,False
397420,RISE 국채선물5년추종,KOSPI,True,False,False
399110,SOL 미국S&P500ESG,KOSPI,True,False,False
399580,RISE 글로벌클린에너지,KOSPI,True,False,False
400570,KODEX 유럽탄소배출권선물ICE(H),KOSPI,True,False,False
400580,SOL 유럽탄소배출권선물S&P(H),KOSPI,True,False,False
400590,SOL 글로벌탄소배출권선물ICE(합성),KOSPI,True,False,False
400970,TIGER Fn메타버스,KOSPI,True,False,False
401170,RISE 메타버스,KOSPI,True,False,False
401470,KODEX 메타버스액티브,KOSPI,True,False,False
401590,HANARO 글로벌탄소배출권선물ICE(합성),KOSPI,True,False,False
402460,HANARO Fn K-메타버스MZ,KOSPI,True,False,False
402970,ACE 미국배당다우존스,KOSPI,True,False,False
403790,마이다스 코스피액티브,KOSPI,True,False,False
404120,TIMEFOLIO K신재생에너지액티브,KOSPI,True,False,False
404260,KODEX 기후변화솔루션,KOSPI,True,False,False
404540,TIGER KRX기후변화솔루션,KOSPI,True,False,False
404650,SOL KRX기후변화솔루션,KOSPI,True,False,False
407300,HANARO Fn골프테마,KOSPI,True,False,False
407310,HANARO 200 TOP10,KOSPI,True,False,False
407820,에셋플러스 코리아플랫폼액티브,KOSPI,True,False,False
407830,에셋플러스 글로벌플랫폼액티브,KOSPI,True,False,False
409810,KODEX 미국나스닥100선물인버스(H),KOSPI,True,False,False
409820,KODEX 미국나스닥100레버리지(합성 H),KOSPI,True,False,False
410870,TIMEFOLIO K컬처액티브,KOSPI,True,False,False
411060,ACE KRX금현물,KOSPI,True,False,False
411420,KODEX 미국나스닥AI테크액티브,KOSPI,True,False,False
411540,SOL 200 Top10,KOSPI,True,False,False
411860,KIWOOM 독일DAX,KOSPI,True,False,False
412560,TIGER BBIG레버리지,KOSPI,True,False,False
412570,TIGER 2차전지TOP10레버리지,KOSPI,True,False,False
412770,TIGER 글로벌AI플랫폼액티브,KOSPI,True,False,False
413220,SOL 차이나태양광CSI(합성),KOSPI,True,False,False
413930,WON AI ESG액티브,KOSPI,True,False,False
414270,ACE 글로벌자율주행액티브,KOSPI,True,False,False
414780,TIGER 차이나과창판STAR50(합성),KOSPI,True,False,False
415340,KODEX 차이나과창판STAR50(합성),KOSPI,True,False,False
415760,SOL 차이나육성산업액티브(합성),KOSPI,True,False,False
415920,PLUS 글로벌희토류&전략자원생산기업,KOSPI,True,False,False
416090,ACE 중국과창판STAR50,KOSPI,True,False,False
417450,RISE 글로벌수소경제,KOSPI,True,False,False
417630,TIGER KEDI혁신기업ESG30,KOSPI,True,False,False
418660,TIGER 미국나스닥100레버리지(합성),KOSPI,True,False,False
418670,TIGER 글로벌AI사이버보안,KOSPI,True,False,False
419420,KODEX 미국클린에너지나스닥,KOSPI,True,False,False
419430,KODEX 차이나2차전지MSCI(합성),KOSPI,True,False,False
419650,PLUS 글로벌수소&차세대연료전지,KOSPI,True,False,False
419890,KIWOOM 단기채권ESG액티브,KOSPI,True,False,False
421320,PLUS 우주항공&UAM,KOSPI,True,False,False
422260,VITA MZ소비액티브,KOSPI,True,False,False
422420,RISE 2차전지액티브,KOSPI,True,False,False
423160,KODEX KOFR금리액티브(합성),KOSPI,True,False,False
423170,SOL 한국형글로벌반도체액티브,KOSPI,True,False,False
423920,TIGER 미국필라델피아반도체레버리지(합성),KOSPI,True,False,False
424460,HANARO 글로벌워터MSCI(합성),KOSPI,True,False,False
426020,TIMEFOLIO 미국S&P500액티브,KOSPI,True,False,False
426030,TIMEFOLIO 미국나스닥100액티브,KOSPI,True,False,False
426150,WON 대한민국국고채액티브,KOSPI,True,False,False
426330,KIWOOM 미국ETF산업STOXX,KOSPI,True,False,False
427120,RISE AI플랫폼,KOSPI,True,False,False
428510,KODEX 차이나AI테크액티브,KOSPI,True,False,False
428560,KODEX 미국ETF산업Top10 Indxx,KOSPI,True,False,False
429000,TIGER 미국S&P500배당귀족,KOSPI,True,False,False
429010,TIGER 미국나스닥넥스트100,KOSPI,True,False,False
429740,PLUS K리츠,KOSPI,True,False,False
429760,PLUS 미국S&P500,KOSPI,True,False,False
429980,SOL 한국형글로벌전기차&2차전지액티브,KOSPI,True,False,False
430500,KIWOOM 물가채KIS,KOSPI,True,False,False
432600,RISE 국채선물3년,KOSPI,True,False,False
432840,HANARO 미국S&P500,KOSPI,True,False,False
433220,에셋플러스 글로벌대장장이액티브,KOSPI,True,False,False
433250,UNICORN R&D 액티브,KOSPI,True,False,False
433330,SOL 미국S&P500,KOSPI,True,False,False
433500,ACE 원자력TOP10,KOSPI,True,False,False
433880,PLUS TDF2060액티브,KOSPI,True,False,False
433970,KODEX TDF2030액티브,KOSPI,True,False,False
433980,KODEX TDF2040액티브,KOSPI,True,False,False
434060,KODEX TDF2050액티브,KOSPI,True,False,False
434730,HANARO 원자력iSelect,KOSPI,True,False,False
434960,DAISHIN343 K200,KOSPI,True,False,False
435040,ACE 글로벌브랜드TOP10,KOSPI,True,False,False
435420,TIGER 미국나스닥100채권혼합Fn,KOSPI,True,False,False
435530,KIWOOM TDF2030액티브,KOSPI,True,False,False
435540,KIWOOM TDF2040액티브,KOSPI,True,False,False
435550,KIWOOM TDF2050액티브,KOSPI,True,False,False
436140,SOL 종합채권(AA-이상)액티브,KOSPI,True,False,False
437070,KODEX 아시아달러채권ESG플러스액티브,KOSPI,True,False,False
437080,KODEX 미국종합채권ESG액티브(H),KOSPI,True,False,False
437350,RISE 미국단기투자등급회사채액티브,KOSPI,True,False,False
437370,RISE 글로벌농업경제,KOSPI,True,False,False
438080,ACE 미국S&P500미국채혼합50액티브,KOSPI,True,False,False
438100,ACE 미국나스닥100미국채혼합50액티브,KOSPI,True,False,False
438320,TIGER 차이나항셍테크레버리지(합성 H),KOSPI,True,False,False
438330,TIGER 우량회사채액티브,KOSPI,True,False,False
438560,SOL 국고채3년,KOSPI,True,False,False
438570,SOL 국고채10년,KOSPI,True,False,False
438740,마이다스 중소형액티브,KOSPI,True,False,False
438900,HANARO Fn K-푸드,KOSPI,True,False,False
439860,KODEX ESG종합채권(A-이상)액티브,KOSPI,True,False,False
439870,KODEX 국고채30년액티브,KOSPI,True,False,False
440340,TIGER 글로벌멀티에셋TIF액티브,KOSPI,True,False,False
440640,ACE 단기채권알파액티브,KOSPI,True,False,False
440650,ACE 미국달러단기채권액티브,KOSPI,True,False,False
440910,WON 미국우주항공방산,KOSPI,True,False,False
441330,KIWOOM 차이나A50커넥트MSCI,KOSPI,True,False,False
441540,HANARO Fn조선해운,KOSPI,True,False,False
441640,KODEX 미국배당커버드콜액티브,KOSPI,True,False,False
441680,TIGER 미국나스닥100커버드콜(합성),KOSPI,True,False,False
441800,TIMEFOLIO Korea플러스배당액티브,KOSPI,True,False,False
442090,에셋플러스 코리아대장장이액티브,KOSPI,True,False,False
442260,마이티 다이나믹퀀트액티브,KOSPI,True,False,False
442320,RISE 글로벌원자력,KOSPI,True,False,False
442550,RISE TDF2030액티브,KOSPI,True,False,False
442560,RISE TDF2040액티브,KOSPI,True,False,False
442570,RISE TDF2050액티브,KOSPI,True,False,False
442580,PLUS 글로벌HBM반도체,KOSPI,True,False,False
444200,SOL 코리아메가테크액티브,KOSPI,True,False,False
444490,WON 미국S&P500,KOSPI,True,False,False
445150,KODEX 친환경조선해운액티브,KOSPI,True,False,False
445290,KODEX 로봇액티브,KOSPI,True,False,False
445690,BNK 주주가치액티브,KOSPI,True,False,False
445910,TIGER MKF배당귀족,KOSPI,True,False,False
446690,KODEX 아시아AI반도체exChina액티브,KOSPI,True,False,False
446700,RISE 배터리 리사이클링,KOSPI,True,False,False
446720,SOL 미국배당다우존스,KOSPI,True,False,False
446770,ACE 글로벌반도체TOP4 Plus,KOSPI,True,False,False
447430,ACE 주주환원가치주액티브,KOSPI,True,False,False
447620,SOL 미국TOP5채권혼합40 Solactive,KOSPI,True,False,False
447660,PLUS 애플채권혼합,KOSPI,True,False,False
447770,TIGER 테슬라채권혼합Fn,KOSPI,True,False,False
448100,WON 200,KOSPI,True,False,False
448290,TIGER 미국S&P500(H),KOSPI,True,False,False
448300,TIGER 미국나스닥100(H),KOSPI,True,False,False
448330,KODEX 삼성전자채권혼합,KOSPI,True,False,False
448490,HANARO 32-10 국고채액티브,KOSPI,True,False,False
448540,ACE 엔비디아채권혼합,KOSPI,True,False,False
448570,FOCUS AI코리아액티브,KOSPI,True,False,False
448630,RISE 삼성그룹Top3채권혼합,KOSPI,True,False,False
449170,TIGER KOFR금리액티브(합성),KOSPI,True,False,False
449180,KODEX 미국S&P500(H),KOSPI,True,False,False
449190,KODEX 미국나스닥100(H),KOSPI,True,False,False
449450,PLUS K방산,KOSPI,True,False,False
449580,RISE 테슬라애플아마존채권혼합,KOSPI,True,False,False
449680,TIGER 한중전기차(합성),KOSPI,True,False,False
449690,TIGER 한중반도체(합성),KOSPI,True,False,False
449770,KIWOOM 미국S&P500,KOSPI,True,False,False
449780,KIWOOM 미국S&P500(H),KOSPI,True,False,False
450180,KODEX 한중전기차(합성),KOSPI,True,False,False
450190,KODEX 한중반도체(합성),KOSPI,True,False,False
450910,SOL 코스닥150,KOSPI,True,False,False
451000,PLUS 종합채권(AA-이상)액티브,KOSPI,True,False,False
451060,1Q 200액티브,KOSPI,True,False,False
451150,에셋플러스 글로벌영에이지액티브,KOSPI,True,False,False
451530,TIGER 국고채30년스트립액티브,KOSPI,True,False,False
451540,TIGER 종합채권(AA-이상)액티브,KOSPI,True,False,False
451600,PLUS 국고채30년액티브,KOSPI,True,False,False
451670,RISE 국채30년레버리지(합성),KOSPI,True,False,False
452250,ACE 미국30년국채선물레버리지(합성 H),KOSPI,True,False,False
45226K,한화갤러리아우,KOSPI,False,False,True
452360,SOL 미국배당다우존스(H),KOSPI,True,False,False
452440,VITA 밸류알파액티브,KOSPI,True,False,False
453010,PLUS KOFR금리,KOSPI,True,False,False
453060,HANARO KOFR금리액티브(합성),KOSPI,True,False,False
453080,KIWOOM 미국나스닥100(H),KOSPI,True,False,False
453330,RISE 미국S&P500(H),KOSPI,True,False,False
453630,KODEX 미국S&P500필수소비재,KOSPI,True,False,False
453640,KODEX 미국S&P500헬스케어,KOSPI,True,False,False
453650,KODEX 미국S&P500금융,KOSPI,True,False,False
453660,KODEX 미국S&P500경기소비재,KOSPI,True,False,False
453810,KODEX 인도Nifty50,KOSPI,True,False,False
453820,KODEX 인도Nifty50레버리지(합성),KOSPI,True,False,False
453850,ACE 미국30년국채액티브(H),KOSPI,True,False,False
453870,TIGER 인도니프티50,KOSPI,True,False,False
453950,TIGER TSMC파운드리밸류체인,KOSPI,True,False,False
454180,KIWOOM 차이나내수소비TOP CSI,KOSPI,True,False,False
454320,HANARO CAPEX설비투자iSelect,KOSPI,True,False,False
454780,KIWOOM 종합채권(AA-이상)액티브,KOSPI,True,False,False
455030,KODEX 미국달러SOFR금리액티브(합성),KOSPI,True,False,False
455660,ACE 미국하이일드액티브(H),KOSPI,True,False,False
455850,SOL AI반도체소부장,KOSPI,True,False,False
455860,SOL 2차전지소부장Fn,KOSPI,True,False,False
455890,RISE 머니마켓액티브,KOSPI,True,False,False
455960,RISE 미국달러SOFR금리액티브(합성),KOSPI,True,False,False
456200,PLUS 미국달러SOFR금리액티브(합성),KOSPI,True,False,False
456250,KODEX 유럽명품TOP10 STOXX,KOSPI,True,False,False
456600,TIMEFOLIO 글로벌AI인공지능액티브,KOSPI,True,False,False
456610,TIGER 미국달러SOFR금리액티브(합성),KOSPI,True,False,False
456680,TIGER 차이나전기차레버리지(합성),KOSPI,True,False,False
456880,ACE 미국달러SOFR금리(합성),KOSPI,True,False,False
457480,ACE 테슬라밸류체인액티브,KOSPI,True,False,False
457690,KODEX 33-06 국고채액티브,KOSPI,True,False,False
457700,KODEX 53-09 국고채액티브,KOSPI,True,False,False
457930,BNK 미래전략기술액티브,KOSPI,True,False,False
457990,PLUS 태양광&ESS,KOSPI,True,False,False
458030,WON 국공채머니마켓액티브,KOSPI,True,False,False
458210,KIWOOM CD금리액티브(합성),KOSPI,True,False,False
458250,TIGER 미국30년국채스트립액티브(합성 H),KOSPI,True,False,False
458260,TIGER 미국투자등급회사채액티브(H),KOSPI,True,False,False
458730,TIGER 미국배당다우존스,KOSPI,True,False,False
458750,TIGER 미국배당다우존스타겟커버드콜1호,KOSPI,True,False,False
458760,TIGER 미국배당다우존스타겟커버드콜2호,KOSPI,True,False,False
459560,KODEX 테슬라밸류체인FactSet,KOSPI,True,False,False
459580,KODEX CD금리액티브(합성),KOSPI,True,False,False
459750,RISE 글로벌주식분산액티브,KOSPI,True,False,False
459790,KIWOOM 미국성장기업30액티브,KOSPI,True,False,False
460270,KIWOOM 미국달러SOFR금리액티브(합성),KOSPI,True,False,False
460280,KIWOOM Fn유전자혁신기술,KOSPI,True,False,False
460660,RISE 미국S&P배당킹,KOSPI,True,False,False
460960,ACE 글로벌인컴TOP10,KOSPI,True,False,False
461270,ACE 26-06 회사채(AA-이상)액티브,KOSPI,True,False,False
461340,HANARO 글로벌생성형AI액티브,KOSPI,True,False,False
461450,KODEX 코스닥글로벌,KOSPI,True,False,False
461460,PLUS 국고채10년액티브,KOSPI,True,False,False
461490,RISE 글로벌자산배분액티브,KOSPI,True,False,False
461500,HANARO 종합채권(AA-이상)액티브,KOSPI,True,False,False
461580,TIGER 코스닥글로벌,KOSPI,True,False,False
461600,SOL 미국30년국채액티브(H),KOSPI,True,False,False
461900,PLUS 미국테크TOP10,KOSPI,True,False,False
461910,PLUS 미국테크TOP10레버리지(합성),KOSPI,True,False,False
461950,KODEX 2차전지핵심소재10,KOSPI,True,False,False
462010,TIGER 2차전지소재Fn,KOSPI,True,False,False
462330,KODEX 2차전지산업레버리지,KOSPI,True,False,False
462340,에셋플러스 글로벌다이나믹시니어액티브,KOSPI,True,False,False
462900,KoAct 바이오헬스케어액티브,KOSPI,True,False,False
463050,TIMEFOLIO K바이오액티브,KOSPI,True,False,False
463250,TIGER K방산&우주,KOSPI,True,False,False
463290,1Q 단기금융채액티브,KOSPI,True,False,False
463300,RISE 중국본토CSI300,KOSPI,True,False,False
463640,KODEX 미국S&P500유틸리티,KOSPI,True,False,False
463680,KODEX 미국S&P500테크놀로지,KOSPI,True,False,False
463690,KODEX 미국S&P500커뮤니케이션,KOSPI,True,False,False
464240,KIWOOM 26-09회사채(AA-이상)액티브,KOSPI,True,False,False
464310,TIGER 글로벌AI&로보틱스 INDXX,KOSPI,True,False,False
464470,PLUS 미국채30년액티브,KOSPI,True,False,False
464600,SOL 자동차소부장Fn,KOSPI,True,False,False
464610,SOL 의료기기소부장Fn,KOSPI,True,False,False
464920,PLUS 일본반도체소부장,KOSPI,True,False,False
464930,TIGER 글로벌혁신블루칩TOP10,KOSPI,True,False,False
465330,RISE 2차전지TOP10,KOSPI,True,False,False
465350,RISE 2차전지TOP10인버스(합성),KOSPI,True,False,False
465580,ACE 미국빅테크TOP7 Plus,KOSPI,True,False,False
465610,ACE 미국빅테크TOP7 Plus레버리지(합성),KOSPI,True,False,False
465620,ACE 미국빅테크TOP7 Plus인버스(합성),KOSPI,True,False,False
465660,TIGER 일본반도체FACTSET,KOSPI,True,False,False
465670,TIGER 미국캐시카우100,KOSPI,True,False,False
465780,마이티 26-09 특수채(AAA)액티브,KOSPI,True,False,False
466810,BNK 2차전지양극재,KOSPI,True,False,False
466920,SOL 조선TOP3플러스,KOSPI,True,False,False
466930,SOL 자동차TOP3플러스,KOSPI,True,False,False
466940,TIGER 은행고배당플러스TOP10,KOSPI,True,False,False
466950,TIGER 글로벌AI액티브,KOSPI,True,False,False
468370,KODEX iShares미국인플레이션국채액티브,KOSPI,True,False,False
468380,KODEX iShares미국하이일드액티브,KOSPI,True,False,False
468630,KODEX iShares미국투자등급회사채액티브,KOSPI,True,False,False
469050,RISE 미국반도체NYSE(H),KOSPI,True,False,False
469060,RISE 미국반도체NYSE,KOSPI,True,False,False
469070,RISE AI&로봇,KOSPI,True,False,False
469150,ACE AI반도체포커스,KOSPI,True,False,False
469160,ACE 일본반도체,KOSPI,True,False,False
469170,ACE 포스코그룹포커스,KOSPI,True,False,False
469530,RISE 미국달러선물인버스,KOSPI,True,False,False
469790,KIWOOM K-테크TOP10,KOSPI,True,False,False
469830,SOL 초단기채권액티브,KOSPI,True,False,False
470310,UNICORN 생성형AI강소기업액티브,KOSPI,True,False,False
471040,KoAct 글로벌AI&로봇액티브,KOSPI,True,False,False
471230,KODEX 국고채10년액티브,KOSPI,True,False,False
471460,KIWOOM 국고채30년액티브,KOSPI,True,False,False
471760,TIGER AI반도체핵심공정,KOSPI,True,False,False
471780,TIGER 코리아테크액티브,KOSPI,True,False,False
471990,KODEX AI반도체핵심장비,KOSPI,True,False,False
472150,TIGER 배당커버드콜액티브,KOSPI,True,False,False
472160,TIGER 미국테크TOP10 INDXX(H),KOSPI,True,False,False
472170,TIGER 미국테크TOP10채권혼합,KOSPI,True,False,False
472350,1Q 차이나H(H),KOSPI,True,False,False
472720,TRUSTON 주주가치액티브,KOSPI,True,False,False
472830,RISE 미국30년국채커버드콜(합성),KOSPI,True,False,False
472840,ITF 200,KOSPI,True,False,False
472870,RISE 미국30년국채엔화노출(합성 H),KOSPI,True,False,False
472920,HK 종합채권(AA-이상)액티브,KOSPI,True,False,False
473290,KODEX 26-12 회사채(AA-이상)액티브,KOSPI,True,False,False
473330,SOL 미국30년국채커버드콜(합성),KOSPI,True,False,False
473440,ACE 11월만기자동연장회사채AA-이상액티브,KOSPI,True,False,False
473460,KODEX 미국서학개미,KOSPI,True,False,False
473490,KIWOOM 글로벌AI반도체,KOSPI,True,False,False
473590,ACE 미국주식베스트셀러,KOSPI,True,False,False
473640,HANARO 글로벌금채굴기업,KOSPI,True,False,False
474220,TIGER 미국테크TOP10타겟커버드콜,KOSPI,True,False,False
474390,SOL 국고채30년액티브,KOSPI,True,False,False
474590,WON 반도체밸류체인액티브,KOSPI,True,False,False
474800,KIWOOM 미국원유에너지기업,KOSPI,True,False,False
474920,에셋플러스 차이나일등기업포커스10액티브,KOSPI,True,False,False
475050,ACE KPOP포커스,KOSPI,True,False,False
475070,KoAct 글로벌친환경전력인프라액티브,KOSPI,True,False,False
475080,KODEX 테슬라커버드콜채권혼합액티브,KOSPI,True,False,False
475260,ACE 2월만기자동연장회사채AA-이상액티브,KOSPI,True,False,False
